Using the map method,const arr = [1&#x2c; 2&#x2c; 3]; %nl%const newArr = arr.map((item) => item * 2); %nl%console.log(newArr);,JavaScript;Arrays;Higher-order Functions,

Using the filter method,const arr = [1&#x2c; 2&#x2c; 3&#x2c; 4]; %nl%const evenArr = arr.filter((item) => item % 2 === 0); %nl%console.log(evenArr);,JavaScript;Arrays;Higher-order Functions,

Creating a JavaScript class,class Person { %nl% constructor(firstName&#x2c; lastName) { %nl% this.firstName = firstName; %nl% this.lastName = lastName; %nl% } %nl% fullName() { %nl% return this.firstName + " " + this.lastName; %nl% } %nl%} %nl%const john = new Person("John"&#x2c; "Doe"); %nl%console.log(john.fullName());,JavaScript;Classes;ES6,

Using try-catch,try { %nl% console.log(variableThatDoesNotExist); %nl%} catch (error) { %nl% console.log("An error occurred: " + error.message); %nl%},JavaScript;Error Handling,

Adding event listener,document.getElementById("myButton").addEventListener("click"&#x2c; () => { %nl% console.log("Button clicked!"); %nl%});,JavaScript;DOM;Event Handling,

Using Array.reduce,let numbers = [1&#x2c; 2&#x2c; 3&#x2c; 4]; %nl%const sum = numbers.reduce((accumulator&#x2c; currentValue) => accumulator + currentValue&#x2c; 0); %nl%console.log(sum);,JavaScript;Arrays;Methods,

String Interpolation,let name = "John"; %nl%let age = 30; %nl%let message = `Hello&#x2c; my name is ${name} and I am ${age} years old.`; %nl%console.log(message);,JavaScript;Strings;Template literals,

Array Destructuring,let numbers = [1&#x2c; 2&#x2c; 3]; %nl%const [first&#x2c; second&#x2c; third] = numbers; %nl%console.log(first&#x2c; second&#x2c; third);,JavaScript;Arrays;Destructuring,

Spread Operator with Arrays,let arr1 = [1&#x2c; 2&#x2c; 3]; %nl%let arr2 = [4&#x2c; 5&#x2c; 6]; %nl%let combinedArr = [...arr1&#x2c; ...arr2]; %nl%console.log(combinedArr);,JavaScript;Arrays;Spread Operator,

Spread Operator with Objects,let obj1 = {a: 1&#x2c; b: 2}; %nl%let obj2 = {c: 3&#x2c; d: 4}; %nl%let combinedObj = {...obj1&#x2c; ...obj2}; %nl%console.log(combinedObj);,JavaScript;Objects;Spread Operator,

Using Array.find,let numbers = [1&#x2c; 2&#x2c; 3&#x2c; 4]; %nl%const found = numbers.find(element => element > 2); %nl%console.log(found);,JavaScript;Arrays;Methods,

Using Array.some,let numbers = [1&#x2c; 2&#x2c; 3&#x2c; 4]; %nl%const hasEvenNumber = numbers.some(number => number % 2 === 0); %nl%console.log(hasEvenNumber);,JavaScript;Arrays;Methods,

Using the ternary operator,let age = 18; %nl%let message = age >= 18 ? "You are an adult" : "You are not an adult"; %nl%console.log(message);,JavaScript;Control Flow,

Using the Math object to generate a random number,let randomNum = Math.floor(Math.random() * 10) + 1; %nl%console.log(randomNum);,JavaScript;Math Object,

Using the typeof operator to check the type of a variable,let myVar = "Hello"; %nl%console.log(typeof myVar); %nl%myVar = 42; %nl%console.log(typeof myVar);,JavaScript;Data Types,

Using the Date object to get the current date and time,let today = new Date(); %nl%console.log(today);,JavaScript;Date Object,

Using the setTimeout method to delay the execution of a function,function delayedFunction() { %nl% console.log("This function was delayed by 3 seconds"); %nl%} %nl%setTimeout(delayedFunction&#x2c 3000);,JavaScript;Asynchronous,

Using the setInterval method to execute a function repeatedly,let counter = 0; %nl%function incrementCounter() { %nl% console.log(counter++); %nl%} %nl%let intervalId = setInterval(incrementCounter&#x2c 1000); %nl%// To stop the interval: %nl%// clearInterval(intervalId);,JavaScript;Asynchronous,

Using the slice method to extract a portion of an array,let arr = [1&#x2c 2&#x2c 3&#x2c 4&#x2c 5]; %nl%let slicedArr = arr.slice(2&#x2c 4); %nl%console.log(slicedArr);,JavaScript;Arrays;Slice Method,

Using the splice method to add or remove elements from an array,let arr = [1&#x2c 2&#x2c 3&#x2c 4&#x2c 5]; %nl%arr.splice(2&#x2c 1); %nl%console.log(arr); // Output: [1&#x2c 2&#x2c 4&#x2c 5] %nl%arr.splice(2&#x2c 0&#x2c 3); %nl%console.log(arr); // Output: [1&#x2c 2&#x2c 3&#x2c 4&#x2c 5],JavaScript;Arrays;Splice Method,

Using the concat method to combine arrays,let arr1 = [1&#x2c 2&#x2c 3]; %nl%let arr2 = [4&#x2c 5&#x2c 6]; %nl%let combinedArr = arr1.concat(arr2); %nl%console.log(combinedArr);,JavaScript;Arrays;Concat Method,

Iterating over object properties using a for...in loop,let person = {firstName: "John"&#x2c lastName: "Doe"&#x2c age: 30}; %nl%for (let property in person) { %nl% console.log(${property}: ${person[property]}); %nl%},JavaScript;Objects;Loops,

Using the slice method to get a portion of an array,let arr = [1&#x2c 2&#x2c 3&#x2c 4&#x2c 5]; %nl%let slicedArr = arr.slice(1&#x2c 3); %nl%console.log(slicedArr); // Output: [2&#x2c 3],JavaScript;Arrays;Slice Method,

Using the Math.round method to round a number to the nearest integer,let num = 3.14; %nl%let roundedNum = Math.round(num); %nl%console.log(roundedNum); // Output: 3,JavaScript;Math;Methods,

Using the Math.floor method to round a number down to the nearest integer,let num = 3.99; %nl%let roundedNum = Math.floor(num); %nl%console.log(roundedNum); // Output: 3,JavaScript;Math;Methods,

Using the Math.ceil method to round a number up to the nearest integer,let num = 3.01; %nl%let roundedNum = Math.ceil(num); %nl%console.log(roundedNum); // Output: 4,JavaScript;Math;Methods,

Using the Date object to get the current date and time,let currentDate = new Date(); %nl%console.log(currentDate); // Output: Mon May 10 2023 12:00:00 GMT-0400 (Eastern Daylight Time),JavaScript;Date;Objects,

Using the Date object to get a specific date and time,let specificDate = new Date("May 10 2022 12:00:00"); %nl%console.log(specificDate); // Output: Tue May 10 2022 12:00:00 GMT-0400 (Eastern Daylight Time),JavaScript;Date;Objects,

Using the Object.keys method to get an array of object keys,let person = {firstName: "John"&#x2c lastName: "Doe"&#x2c age: 30}; %nl%let keys = Object.keys(person); %nl%console.log(keys); // Output: ["firstName"&#x2c "lastName"&#x2c "age"],JavaScript;Objects;Methods,

Using the Object.values method to get an array of object values,let person = {firstName: "John"&#x2c lastName: "Doe"&#x2c age: 30}; %nl%let values = Object.values(person); %nl%console.log(values); // Output: ["John"&#x2c "Doe"&#x2c 30],JavaScript;Objects;Methods,

Using the Object.entries method to get an array of object key-value pairs,let person = {firstName: "John"&#x2c lastName: "Doe"&#x2c age: 30}; %nl%let entries = Object.entries(person); %nl%console.log(entries); // Output: [["firstName"&#x2c "John"]&#x2c ["lastName"&#x2c "Doe"]&#x2c ["age"&#x2c 30]],JavaScript;Objects;Methods,

Accessing array values,console.log(MyArray[0]);console.log(MyArray[MyArray.length - 1]);,JavaScript;Arrays,

Adding a value to the end of an array,MyArray.push(100);console.log(MyArray);,JavaScript;Arrays;Methods,

Removing a value from an array,MyArray.splice(0&#x2c 1);console.log(MyArray);,JavaScript;Arrays;Methods,

Using a while loop,let i = 1;while (i < 3) {console.log(i);i++;},JavaScript;Loops,

Using a for loop,for (i = 1; i < 3; i++) {console.log(i);},JavaScript;Loops,

Using a non-standard loop with a random number,let randomNumber = 0;while (randomNumber < 0.01) {randomNumber = Math.random();console.log(randomNumber);},JavaScript;Loops,

Looping through an array,let todoList = ['make dinner'&#x2c 'take shower'&#x2c 'watch movie'];for (let i = 0; i < todoList.length; i++) {const value = todoList[i];console.log(value);},JavaScript;Loops;Arrays,

Summing values of an array,let numbers = [1&#x2c 3&#x2c 5];let total = 0;for (let i = 0; i < numbers.length; i++) {const numbervalue = numbers[i];total = total += numbervalue;console.log(total);},JavaScript;Loops;Arrays,

Doubling the values of an array,const doubleList = [];for (let i = 0; i < numbers.length; i++) {const num = numbers[i];doubleList.push(num * 2);}console.log(doubleList);,JavaScript;Loops;Arrays,

Using the Array.splice method to remove elements from an array,let fruits = ["apple"&#x2c "orange"&#x2c "banana"&#x2c "kiwi"&#x2c "grape"];%nl%fruits.splice(1&#x2c 2);%nl%console.log(fruits); // Output: ["apple"&#x2c "kiwi"&#x2c "grape"],JavaScript;Arrays;Methods,

Using the Array.slice method to create a shallow copy of an array,let numbers = [1&#x2c 2&#x2c 3&#x2c 4&#x2c 5];%nl%let newNumbers = numbers.slice(1&#x2c 4);%nl%console.log(newNumbers); // Output: [2&#x2c 3&#x2c 4],JavaScript;Arrays;Methods,

Using the Array.concat method to merge arrays,let arr1 = [1&#x2c 2&#x2c 3];%nl%let arr2 = [4&#x2c 5&#x2c 6];%nl%let combinedArray = arr1.concat(arr2);%nl%console.log(combinedArray); // Output: [1&#x2c 2&#x2c 3&#x2c 4&#x2c 5&#x2c 6],JavaScript;Arrays;Methods,

Using the Array.sort method to sort array elements,let unsortedArray = [34&#x2c 12&#x2c 7&#x2c 53&#x2c 9];%nl%unsortedArray.sort();%nl%console.log(unsortedArray); // Output: [7&#x2c 9&#x2c 12&#x2c 34&#x2c 53],JavaScript;Arrays;Methods,

Using the Array.reverse method to reverse the order of array elements,let arrayWithElements = ["a"&#x2c "b"&#x2c "c"&#x2c "d"&#x2c "e"];%nl%arrayWithElements.reverse();%nl%console.log(arrayWithElements); // Output: ["e"&#x2c "d"&#x2c "c"&#x2c "b"&#x2c "a"],JavaScript;Arrays;Methods,

Using the Array.join method to convert an array to a string,let wordsArray = ["apple"&#x2c "banana"&#x2c "cherry"];%nl%let joinedString = wordsArray.join("&#x2c ");%nl%console.log(joinedString); // Output: "apple&#x2c banana&#x2c cherry",JavaScript;Arrays;Methods,

Using the Array.shift method to remove the first element from an array,let animals = ["dog"&#x2c "cat"&#x2c "elephant"&#x2c "giraffe"];%nl%animals.shift();%nl%console.log(animals); // Output: ["cat"&#x2c "elephant"&#x2c "giraffe"],JavaScript;Arrays;Methods,

Using the Array.unshift method to add elements to the beginning of an array,let names = ["Alice"&#x2c "Bob"&#x2c "Charlie"];%nl%names.unshift("David");%nl%console.log(names); // Output: ["David"&#x2c "Alice"&#x2c "Bob"&#x2c "Charlie"],JavaScript;Arrays;Methods,

Using the Array.pop method to remove the last element from an array,let colors = ["red"&#x2c "green"&#x2c "blue"&#x2c "yellow"];%nl%colors.pop();%nl%console.log(colors); // Output: ["red"&#x2c "green"&#x2c "blue"],JavaScript;Arrays;Methods,

Using the Array.push method to add elements to the end of an array,let vehicles = ["car"&#x2c "bike"&#x2c "truck"];%nl%vehicles.push("bus");%nl%console.log(vehicles); // Output: ["car"&#x2c "bike"&#x2c "truck"&#x2c "bus"],JavaScript;Arrays;Methods,
Using the Array.isArray method to check if a value is an array,let arr = [1&#x2c 2&#x2c 3];%nl%let notArr = "Hello";%nl%console.log(Array.isArray(arr)); // Output: true%nl%console.log(Array.isArray(notArr)); // Output: false,JavaScript;Arrays;Methods,

Using the Array.from method to create an array from an iterable object,let iterable = new Set([1&#x2c 2&#x2c 3]);%nl%let array = Array.from(iterable);%nl%console.log(array); // Output: [1&#x2c 2&#x2c 3],JavaScript;Arrays;Methods,

Using the Array.of method to create an array with specified values,let array = Array.of(1&#x2c 2&#x2c 3);%nl%console.log(array); // Output: [1&#x2c 2&#x2c 3],JavaScript;Arrays;Methods,

Using the Array.fill method to fill array elements with a static value,let array = new Array(3).fill("Hello");%nl%console.log(array); // Output: ["Hello"&#x2c "Hello"&#x2c "Hello"],JavaScript;Arrays;Methods,

Using the Array.some method to check if any element in an array passes a test,let array = [1&#x2c 2&#x2c 3&#x2c 4&#x2c 5];%nl%let greaterThanThree = array.some((value) => value > 3);%nl%console.log(greaterThanThree); // Output: true,JavaScript;Arrays;Methods,

Using the Array.filter method to create a new array with elements that pass a test,let array = [1&#x2c 2&#x2c 3&#x2c 4&#x2c 5];%nl%let evenNumbers = array.filter((value) => value % 2 === 0);%nl%console.log(evenNumbers); // Output: [2&#x2c 4],JavaScript;Arrays;Methods,

Using the Array.reduceRight method to accumulate a value from an array&#x2c starting from the right,let array = [1&#x2c 2&#x2c 3&#x2c 4&#x2c 5];%nl%let sum = array.reduceRight((accumulator&#x2c currentValue) => accumulator + currentValue);%nl%console.log(sum); // Output: 15,JavaScript;Arrays;Methods,

Using the Array.flat method to flatten nested arrays,let nestedArray = [[1&#x2c 2]&#x2c [3&#x2c 4]&#x2c [5&#x2c 6]];%nl%let flattenedArray = nestedArray.flat();%nl%console.log(flattenedArray); // Output: [1&#x2c 2&#x2c 3&#x2c 4&#x2c 5&#x2c 6],JavaScript;Arrays;Methods,

Using the Array.flatMap method to map and flatten an array in a single step,let array = [1&#x2c 2&#x2c 3];%nl%let newArray = array.flatMap((value) => [value&#x2c value * 2]);%nl%console.log(newArray); // Output: [1&#x2c 2&#x2c 2&#x2c 4&#x2c 3&#x2c 6],JavaScript;Arrays;Methods,

Using the Array.every method to check if any element in an array passes a test,let numbers = [2&#x2c 4&#x2c 6&#x2c 8];%nl%let isEven = (number) => number % 2 === 0;%nl%let allEven = numbers.every(isEven);%nl%console.log(allEven); // Output: true,JavaScript;Arrays;Methods,

Using the Object.getOwnPropertyNames method to get an array of all property names of an object,let person = {firstName: "John"&#x2c lastName: "Doe"&#x2c age: 30};%nl%let propertyNames = Object.getOwnPropertyNames(person);%nl%console.log(propertyNames); // Output: ["firstName"&#x2c "lastName"&#x2c "age"],JavaScript;Objects;Methods,

Using the Object.getOwnPropertySymbols method to get an array of all symbol property names of an object,let symbol1 = Symbol("symbol1");%nl%let symbol2 = Symbol("symbol2");%nl%let obj = {%nl%[symbol1]: "value1"&#x2c[symbol2]: "value2"%nl%};%nl%let symbolProperties = Object.getOwnPropertySymbols(obj);%nl%console.log(symbolProperties); // Output: [Symbol(symbol1)&#x2c Symbol(symbol2)],JavaScript;Objects;Methods,

Using the Object.freeze method to prevent modifications to an object,let person = {firstName: "John"&#x2c lastName: "Doe"&#x2c age: 30};%nl%Object.freeze(person);%nl%person.age = 40; // This will not change the age property%nl%console.log(person.age); // Output: 30,JavaScript;Objects;Methods,

Using the Object.seal method to prevent adding or deleting properties of an object,let person = {firstName: "John"&#x2c lastName: "Doe"&#x2c age: 30};%nl%Object.seal(person);%nl%delete person.age; // This will not delete the age property%nl%console.log(person.age); // Output: 30,JavaScript;Objects;Methods,

Using the Object.isFrozen method to check if an object is frozen,let person = {firstName: "John"&#x2c lastName: "Doe"&#x2c age: 30};%nl%Object.freeze(person);%nl%let isFrozen = Object.isFrozen(person);%nl%console.log(isFrozen); // Output: true,JavaScript;Objects;Methods,

Using the Object.isSealed method to check if an object is sealed,let person = {firstName: "John"&#x2c lastName: "Doe"&#x2c age: 30};%nl%Object.seal(person);%nl%let isSealed = Object.isSealed(person);%nl%console.log(isSealed); // Output: true,JavaScript;Objects;Methods,

Using the Object.assign method to copy the values of all enumerable properties from one or more source objects to a target object,let obj1 = {a: 1&#x2c b: 2};%nl%let obj2 = {b: 3&#x2c c: 4};%nl%let mergedObj = Object.assign({}&#x2c obj1&#x2c obj2);%nl%console.log(mergedObj); // Output: {a: 1&#x2c b: 3&#x2c c: 4},JavaScript;Objects;Methods,

Using the Object.create method to create a new object with a specified prototype and properties,let animal = {type: "mammal"&#x2c speak: function() {console.log("Hello!");}};%nl%let dog = Object.create(animal&#x2c {breed: {value: "Labrador"}});%nl%console.log(dog.breed); // Output: "Labrador",JavaScript;Objects;Methods,

Using the Object.getPrototypeOf method to get the prototype of an object,let animal = {type: "mammal"};%nl%let dog = Object.create(animal);%nl%let prototype = Object.getPrototypeOf(dog);%nl%console.log(prototype); // Output: {type: "mammal"},JavaScript;Objects;Methods,

Using the Object.setPrototypeOf method to set the prototype of an object,let animal = {type: "mammal"};%nl%let dog = {breed: "Labrador"};%nl%Object.setPrototypeOf(dog&#x2c animal);%nl%console.log(dog.type); // Output: "mammal",JavaScript;Objects;Methods,

Using the Object.entries method to iterate over object key-value pairs,let person = {firstName: "John"&#x2c lastName: "Doe"&#x2c age: 30};%nl%let entries = Object.entries(person);%nl%for (let [key&#x2c value] of entries) {console.log(${key}: ${value});},JavaScript;Objects;Methods,

Using the Object.fromEntries method to create an object from an array of key-value pairs,let entries = [["firstName"&#x2c "John"]&#x2c ["lastName"&#x2c "Doe"]&#x2c ["age"&#x2c 30]];%nl%let person = Object.fromEntries(entries);%nl%console.log(person); // Output: {firstName: "John"&#x2c lastName: "Doe"&#x2c age: 30},JavaScript;Objects;Methods,

Using the JSON.stringify method to convert an object to a JSON string,let person = {firstName: "John"&#x2c lastName: "Doe"&#x2c age: 30};%nl%let jsonString = JSON.stringify(person);%nl%console.log(jsonString); // Output: '{"firstName":"John"&#x2c"lastName":"Doe"&#x2c"age":30}',JavaScript;Objects;Methods,

Using the JSON.parse method to parse a JSON string and convert it into an object,let jsonString = '{"firstName":"John"&#x2c"lastName":"Doe"&#x2c"age":30}';%nl%let person = JSON.parse(jsonString);%nl%console.log(person); // Output: {firstName: "John"&#x2c lastName: "Doe"&#x2c age: 30},JavaScript;Objects;Methods,

Using the ArrayBuffer constructor to create an ArrayBuffer object,let buffer = new ArrayBuffer(8);%nl%console.log(buffer.byteLength); // Output: 8,JavaScript;Objects;Methods,

Using the DataView constructor to create a view of an ArrayBuffer with specified byte offset and length,let buffer = new ArrayBuffer(16);%nl%let view = new DataView(buffer&#x2c 4&#x2c 8);%nl%console.log(view.byteLength); // Output: 8,JavaScript;Objects;Methods,

Using the TypedArray constructors (e.g.&#x2c Int8Array) to create typed arrays with specified length and initial values,let intArray = new Int8Array(3);%nl%intArray[0] = 1;%nl%intArray[1] = 2;%nl%intArray[2] = 3;%nl%console.log(intArray); // Output: Int8Array [1&#x2c 2&#x2c 3],JavaScript;TypedArrays;Constructors,

Using the Date object to format a date as a string,let date = new Date();%nl%let formattedDate = date.toLocaleDateString();%nl%console.log(formattedDate); // Output: "MM/DD/YYYY" (format depends on the system locale),JavaScript;Date;Format,

Using the Date object to compare two dates,let date1 = new Date("2021-01-01");%nl%let date2 = new Date("2021-02-01");%nl%console.log(date1 < date2); // Output: true,JavaScript;Date;Comparison,

Using the Math.max method to find the maximum value in an array,let numbers = [1&#x2c 2&#x2c 3&#x2c 4&#x2c 5];%nl%let maxNumber = Math.max(...numbers);%nl%console.log(maxNumber); // Output: 5,JavaScript;Math;Max,

Using the Math.min method to find the minimum value in an array,let numbers = [1&#x2c 2&#x2c 3&#x2c 4&#x2c 5];%nl%let minNumber = Math.min(...numbers);%nl%console.log(minNumber); // Output: 1,JavaScript;Math;Min,

Using the Math.pow method to calculate the power of a number,let base = 2;%nl%let exponent = 3;%nl%let result = Math.pow(base&#x2c exponent);%nl%console.log(result); // Output: 8,JavaScript;Math;Pow,

Using the Math.sqrt method to calculate the square root of a number,let number = 9;%nl%let sqrt = Math.sqrt(number);%nl%console.log(sqrt); // Output: 3,JavaScript;Math;Sqrt,

Using the Math.abs method to get the absolute value of a number,let negativeNumber = -5;%nl%let absoluteValue = Math.abs(negativeNumber);%nl%console.log(absoluteValue); // Output: 5,JavaScript;Math;Abs,

Using the Math.random method to generate a random number between 0 and 1,let randomNumber = Math.random();%nl%console.log(randomNumber); // Output: A random number between 0 and 1,JavaScript;Math;Random,

Using the Math.floor method with Math.random to generate a random integer within a range,let min = 1;%nl%let max = 10;%nl%let randomInteger = Math.floor(Math.random() * (max - min + 1)) + min;%nl%console.log(randomInteger); // Output: A random integer between 1 and 10,JavaScript;Math;RandomInteger,

Using the Math.ceil method with Math.random to generate a random integer within a range,let min = 1;%nl%let max = 10;%nl%let randomInt = Math.ceil(Math.random() * (max - min + 1)) + min;%nl%console.log(randomInt); // Output: a random integer between 1 and 10,JavaScript;Math;Random;Ceil,

Using the Math.round method with Math.random to generate a random integer within a range,let min = 1;%nl%let max = 10;%nl%let randomInt = Math.round(Math.random() * (max - min) + min);%nl%console.log(randomInt); // Output: a random integer between 1 and 10,JavaScript;Math;Random;Round,

Using the Math.trunc method to remove the decimal part of a number,let num = 4.9;%nl%let truncatedNum = Math.trunc(num);%nl%console.log(truncatedNum); // Output: 4,JavaScript;Math;Trunc,

Using the Math.sign method to determine the sign of a number,let num = -5;%nl%let sign = Math.sign(num);%nl%console.log(sign); // Output: -1,JavaScript;Math;Sign,

Using the Math.log method to calculate the natural logarithm of a number,let num = 10;%nl%let naturalLog = Math.log(num);%nl%console.log(naturalLog); // Output: 2.302585092994046,JavaScript;Math;Log,

Using the Math.exp method to calculate the value of Euler's number raised to a power,let power = 3;%nl%let result = Math.exp(power);%nl%console.log(result); // Output: 20.085536923187668,JavaScript;Math;Exp,

Using the Math.sin method to calculate the sine of an angle,let angle = 30;%nl%let radians = (angle * Math.PI) / 180;%nl%let sine = Math.sin(radians);%nl%console.log(sine); // Output: 0.49999999999999994,JavaScript;Math;Sin,

Using the Math.cos method to calculate the cosine of an angle,let angle = 30;%nl%let radians = (angle * Math.PI) / 180;%nl%let cosine = Math.cos(radians);%nl%console.log(cosine); // Output: 0.8660254037844387,JavaScript;Math;Cos,

Using the Math.tan method to calculate the tangent of an angle,let angle = 45;%nl%let radians = (angle * Math.PI) / 180;%nl%let tangent = Math.tan(radians);%nl%console.log(tangent); // Output: 0.9999999999999999,JavaScript;Math;Tan,

Using the Math.PI constant to get the value of π (pi),let piValue = Math.PI;%nl%console.log(piValue); // Output: 3.141592653589793,JavaScript;Math;PI,

Using the Math.E constant to get the value of Euler's number,let eulersNumber = Math.E;%nl%console.log(eulersNumber); // Output: 2.718281828459045,JavaScript;Math;Constants,

Using the String.trim method to remove whitespace from the beginning and end of a string,let str = " hello world ";%nl%let trimmedStr = str.trim();%nl%console.log(trimmedStr); // Output: "hello world",JavaScript;String;Methods,

Using the String.length property to get the length of a string,let str = "hello world";%nl%let strLength = str.length;%nl%console.log(strLength); // Output: 11,JavaScript;String;Properties,

Using the String.charAt method to get the character at a specific index in a string,let str = "hello world";%nl%let charAtIndex = str.charAt(1);%nl%console.log(charAtIndex); // Output: "e",JavaScript;String;Methods,

Using the String.charCodeAt method to get the Unicode value of a character at a specific index in a string,let str = "hello world";%nl%let charCodeAtIndex = str.charCodeAt(1);%nl%console.log(charCodeAtIndex); // Output: 101,JavaScript;String;Methods,

Using the String.split method to split a string into an array of substrings based on a delimiter,let str = "hello world";%nl%let strArray = str.split(" ");%nl%console.log(strArray); // Output: ["hello"&#x2c "world"],JavaScript;String;Methods,

Using the String.replace method to replace a specific substring with another substring in a string,let str = "hello world";%nl%let replacedStr = str.replace("world"&#x2c "JavaScript");%nl%console.log(replacedStr); // Output: "hello JavaScript",JavaScript;String;Methods,

Using the String.includes method to check if a string contains a specific substring,let sentence = "The quick brown fox jumps over the lazy dog";%nl%let word = "fox";%nl%console.log(sentence.includes(word)); // Output: true,JavaScript;String;Methods,



Using the String.lastIndexOf method to find the last index of a specific substring in a string,let sentence = "The quick brown fox jumps over the lazy dog. I saw a fox.";%nl%let word = "fox";%nl%console.log(sentence.lastIndexOf(word)); // Output: 43,JavaScript;String;Methods,



Using the String.slice method to extract a portion of a string based on start and end positions,let str = "Hello world!";%nl%console.log(str.slice(6&#x2c 11)); // Output: "world",JavaScript;String;Methods,

Using the String.concat method to concatenate multiple strings into a single string,let str1 = "Hello";%nl%let str2 = "World";%nl%console.log(str1.concat(' '&#x2c str2)); // Output: "Hello World",JavaScript;String;Methods,

Using the String.startsWith method to check if a string starts with a specific substring,let str = "Hello world!";%nl%console.log(str.startsWith("Hello")); // Output: true,JavaScript;String;Methods,

